Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Collection Media Condition,Collection Sleeve Condition,Collection Notes
OGL81608-1,Shonen Knife = Shonen Knife,Burning Farm,Oglio Records,"LP, Album, RE, RM",,2016,9156569,"LP - 12""",2017-12-22 22:35:38,,,
OGL81610-1,Shonen Knife,Pretty Little Baka Guy,Oglio Records,"LP, Album, RE, RM",,2016,9156544,"LP - 12""",2017-12-22 22:35:18,,,
OKLS-460168,Mecano,¿Dónde Está El País De Las Hadas?,Okeh,"LP, Album",,1987,8546582,"LP - 12""",2020-01-23 18:03:46,,,
NGR-18,Assfactor 4,Assfactor 4,Old Glory Records,"LP, Album",,1995,1091996,"LP - 12""",2015-09-13 22:50:58,,,
NGR-26,Assfactor 4,Sports,Old Glory Records,"LP, Album",,2000,1139014,"LP - 12""",2015-09-13 22:51:21,,,
OMNI26,Wussom*Pow! / The Jim Yoshii Pile-Up,Split,Omnibus,"7""",5,2002,1883264,"7""",2015-09-18 04:13:02,,,
TPLP101LTD,Björk,Vespertine,One Little Indian,"2xLP, Album, Ltd, RE, Whi",,2015,6743429,"LP - 12""",2017-01-29 00:39:20,,,
TPLP31,Björk,Debut,One Little Indian,"LP, Album",,1993,72028,"LP - 12""",2015-11-15 22:44:57,,,
TPLP358LTD,Björk,Medúlla,One Little Indian,"2x12"", Album, Ltd, RE, Mar",,2015,6766191,"LP - 12""",2015-11-01 07:22:25,,,
TPLP359,Björk,Greatest Hits,One Little Indian,"2xLP, Comp",,2002,214559,"LP - 12""",2016-10-22 06:52:09,,,
TPLP51LTD,Björk,Post,One Little Indian,"LP, Album, Ltd, RE, Pin",,2015,9469335,"LP - 12""",2017-01-29 00:36:55,,,
TPLP71,Björk,Homogenic,One Little Indian,"LP, Album, RE, 180",,2015,7002225,"LP - 12""",2016-10-29 01:46:56,,,
OPT4.011,Girls At Our Best,Pleasure,Optic Nerve Recordings,"LP, Album, RE, Yel + 12"", Comp, Yel + Num, RM",,2014,6342657,"LP - 12""",2015-10-25 05:13:07,,,
DML-8964,Mayte Gaos,El Gran Tomas,Orfeon,"LP, Album",,1975,10856786,"LP - 12""",2019-11-16 18:39:39,,,
LP-20-TV-032,Los Rockin Devils,15 Exitos - Blue Blue / Pata Pata,Orfeon,"LP, Comp",,1983,8524199,"LP - 12""",2020-01-23 17:59:59,,,
ORGM-1027,Failure,Magnified,ORG Music,"LP, Album, Ltd",,2013,5145834,"LP - 12""",2017-06-30 02:30:02,,,
ORD-11,Advance Base,Tomorrow's Homes Today (Advance Base Plays The Magnetic Fields' House Of Tomorrow EP),Orindal Records,"Cass, EP, Whi",,2013,5243063,Cassettes,2015-10-06 20:28:52,,,
ORD-16,Advance Base,Nephew In The Wild,Orindal Records,"LP, Album, Ltd, Cle",4,2015,7374638,"LP - 12""",2015-10-06 18:21:30,,,Clear blue/lavendar splatter
ORD-16,Advance Base,Nephew In The Wild,Orindal Records,"LP, Album, Ltd, Cle",4,2015,7374638,"LP - 12""",2015-10-06 18:21:55,,,Clear lavendar
ORD-19,Casiotone For The Painfully Alone,Etiquette,Orindal Records,"LP, Album, Whi",,2018,12254689,"LP - 12""",2018-07-18 03:01:47,,,
ORD03,Advance Base,A Shut-In's Prayer,Orindal Records,"LP, Album, Ltd, Mar",4,2012,3647400,"LP - 12""",2015-09-09 04:46:47,,,
ORD19,Casiotone For The Painfully Alone,Etiquette,Orindal Records,Cass,,2016,8247454,Cassettes,2017-09-30 17:20:30,,,
ORD20,Casiotone For The Painfully Alone,Vs. Children,Orindal Records,Cass,,2016,8247614,Cassettes,2017-09-30 17:20:37,,,
OM-004,Ex Cops,True Hallucinations,Other Music Recording Co.,"LP, Album",,2013,4242836,"LP - 12""",2016-06-06 02:03:27,,,
OP048,A.A.L. (Against All Logic),2012–2017,Other People,"2xLP, Album",,2018,11507415,"LP - 12""",2018-06-17 03:57:33,,,
OUT 8V,God Is My Co-Pilot,Straight Not,Outpunk Records,LP,,1993,1630674,"LP - 12""",2015-10-19 04:32:46,,,
OWSLA-4,Various,Wayfarers All - A Compilation LP,Owsla Records,"LP, Comp",,2004,2422951,"LP - 12""",2015-09-14 19:49:45,,,
Owsla-6,Sinaloa,Footprints On Floorboards,Owsla Records,"LP, Album",,2006,2343227,"LP - 12""",2015-09-11 03:13:50,,,
PAL-009,Harry Pussy,One Plus One,Palilalia Records,"2xLP, Comp",,2012,3866213,"LP - 12""",2015-09-14 05:13:00,,,
PBRD1142,Princess Century,Lossy,Paper Bag Records,"12"", Ltd, Cre",,2015,7622595,"LP - 12""",2018-03-03 16:56:39,,,
PLGY-08,Limp Wrist,What's Up With The Kids,Paralogy,"7""",5,2001,1945577,"7""",2015-09-14 20:41:02,,,
"POP007, YMR 020, PHONO 010, HHBTM 068, 55542",Boyracer,"It's Not True Grit, It's Real Dirt","Parapop Stereo, Yellow Mica Recordings, Phono-Statique Records, Happy Happy Birthday To Me Records, 555 Recordings","7"", EP, Ltd, Dou",5,2005,740838,"7""",2015-09-18 03:34:33,,,
PARIAH01,Ibopa,When You Write,Pariah Records (2),"7"", Single, Red",5,1998,3205231,"7""",2015-05-08 23:27:22,,,
88985446751,Beyoncé,Lemonade,"Parkwood Entertainment, Columbia","2xLP, Album, Yel",,2017,10781508,"LP - 12""",2017-09-17 01:44:57,,,
00946 379913 7 4,Love Is All,Nothing To Be Done / Ageing Had Never Been His Friend,Parlophone,"7"", Single",5,2007,1049934,"7""",2015-09-14 20:35:03,,,
0190295851194,Gorillaz,Humanz,Parlophone,"2xLP, Album",,2017,10175557,"LP - 12""",2018-06-30 06:52:18,,,
"7243 5 32764 1 6, LPFHEIT 45101",Radiohead,Amnesiac,"Parlophone, Parlophone","2x10"", Album",,2001,173980,"10""",2015-09-11 04:31:52,,,
"DB 77821, 0190295842918",David Bowie,Low,"Parlophone, Parlophone","LP, Album, RE, RM, Pro",,2018,11704921,"LP - 12""",2019-02-02 23:42:38,,,
PTKF2158-1,Idles,Joy As An Act Of Resistance,Partisan Records,"LP, Album",,2018,12641893,"LP - 12""",2018-11-26 19:49:47,,,"The Groove, Nashville"
PAPRLP1009,Various,Girls In The Garage Volume 9 - Oriental Special,Past & Present Records,"LP, Comp, Ltd, Num, RE, Ora",,2017,10168773,"LP - 12""",2017-04-27 03:17:20,,,
PAW14,Panda Bear,Person Pitch,Paw Tracks,"2xLP, Album, RE",,0,1019304,"LP - 12""",2016-02-08 01:21:23,,,
PAW36,Panda Bear,Tomboy,Paw Tracks,"LP, Album, Whi",,2011,2813317,"LP - 12""",2015-09-18 01:11:14,,,
PRNL010,Milk Music,Beyond Living,Perennial,"12"", EP, RP",,2011,3003859,"LP - 12""",2015-09-14 02:14:33,,,
JZ 35800,McFadden & Whitehead,McFadden & Whitehead,Philadelphia International Records,"LP, Album",,1979,1471042,"LP - 12""",2019-08-28 06:54:22,,,
P 70.326 L,France Gall,Baby Pop,Philips,"LP, Album, Mono",,1966,2007398,"LP - 12""",2015-12-17 03:21:25,,,
"DUSTV 1, 834 128-1",Dusty Springfield,Dusty - The Silver Collection,"Philips, Philips","LP, Comp, Gat",,1988,1852838,"LP - 12""",2019-05-25 21:04:16,,,
PIASA50LP,David Lynch,Crazy Clown Time,PIAS America,"2xLP, Album",,2011,4121074,"LP - 12""",2016-05-15 22:01:36,,,
PA 91-386,Sonic Youth,Goo,Pioneer Artists,"Laserdisc, 12"", S/Sided, NTSC",,1991,2019546,Miscellanous,2015-09-11 03:42:35,,,
plain 178,Saint Etienne,Foxbase Alpha,Plain Recordings,"LP, Album, RE",,2013,5146903,"LP - 12""",2015-09-11 04:18:09,,,
plain 179,Saint Etienne,So Tough,Plain Recordings,"LP, Album, RE",,2013,5268083,"LP - 12""",2016-08-20 22:03:42,,,
plain102,Cat Power,Dear Sir,Plain Recordings,"LP, Album, RE",,2001,7611474,"LP - 12""",2018-05-19 22:17:25,,,"1,2,3,4 Go!, Oakland"
plain104,My Bloody Valentine,Isn't Anything,Plain Recordings,"LP, Album, RE, 180",,0,492050,"LP - 12""",2015-09-11 02:36:08,,,
plain105,My Bloody Valentine,Loveless,Plain Recordings,"LP, Album, Ltd, RE, Gat",,0,243919,"LP - 12""",2015-09-11 02:36:51,,,
"plain147, S-70903",The Jesus And Mary Chain,Darklands,"Plain Recordings, Rainbo Records","LP, Album, RE, 180",,2010,2287032,"LP - 12""",2015-10-25 04:28:17,,,
BIUS 1014,Borghesia,Escorts And Models,Play It Again Sam Records USA,"LP, Album",,1988,464271,"LP - 12""",2015-09-09 05:14:08,,,
PP!R-006,Parquet Courts,American Specialties,Play Pinball! Records,"LP, RP",,2013,4437213,"LP - 12""",2015-09-14 02:47:17,,,
23 MM 0124,Brian Eno,Here Come The Warm Jets,Polydor (2),"LP, Album, Unofficial",,2012,9361698,"LP - 12""",2017-04-02 00:35:21,,,
PRC-007,Various,Direction,Polyvinyl Record Company,"LP, Comp + 7"", Comp",,1996,801547,"LP - 12""",2015-09-14 19:49:27,,,
PRC-016,Rainer Maria,Past Worn Searching,Polyvinyl Record Company,"LP, Album",,1997,1824588,"LP - 12""",2016-01-17 23:31:32,,,
PRC-024-1,Rainer Maria,Look Now Look Again,Polyvinyl Record Company,"LP, Album",,1999,2208628,"LP - 12""",2016-09-30 01:21:46,,,
PRC-057,Rainer Maria,Long Knives Drawn,Polyvinyl Record Company,"LP, Whi",,2003,1449722,"LP - 12""",2015-09-11 03:09:04,,,
PRC-194-1,Love Is All,Two Thousand And Ten Injuries,Polyvinyl Record Company,"LP, Album, Ltd, Whi",,2010,2196403,"LP - 12""",2015-10-26 02:10:14,,,
PRC-209-1,Deerhoof,Deerhoof Vs. Evil,Polyvinyl Record Company,"LP, Album",,2011,2737387,"LP - 12""",2016-07-02 03:32:48,,,
"PRC-211, OWR003",Starfucker (2),Reptilians,Polyvinyl Record Company,"Cass, Album, RP, Ora",,2015,7611284,Cassettes,2015-10-17 21:54:49,,,
PRC-214-1,Vivian Girls,Share The Joy,Polyvinyl Record Company,"LP, Album, Gat",,2011,2816203,"LP - 12""",2017-08-12 19:36:26,,,
PRC-222-1,Deerhoof,Milk Man,Polyvinyl Record Company,"LP, Album, RE, 180",,2011,3232610,"LP - 12""",2015-09-13 23:52:17,,,
PRC-225-7,Xiu Xiu,Daphny,Polyvinyl Record Company,"7"", Single, Ltd, Lig",5,2011,3031007,"7""",2015-08-19 06:21:20,,,
PRC-225-7,Xiu Xiu,Daphny,Polyvinyl Record Company,"7"", Single",5,2011,5374847,"7""",2015-12-04 22:16:45,,,
PRC-235-1,Deerhoof,Reveille,Polyvinyl Record Company,"LP, Album, RE, RM, Lig",,2012,3349744,"LP - 12""",2015-09-11 03:57:38,,,
PRC-236,Xiu Xiu,Always,Polyvinyl Record Company,"LP, Album, Whi",,2012,3465044,"LP - 12""",2015-02-24 00:09:33,,,
PRC-236,Xiu Xiu,Always,Polyvinyl Record Company,"LP, Album",,2012,3580609,"LP - 12""",2015-02-24 00:09:41,,,
PRC-236,Xiu Xiu,Always,Polyvinyl Record Company,"LP, Album, Ltd, Pin",,2012,3443722,"LP - 12""",2015-02-24 00:13:35,,,
PRC-244,Deerhoof,Breakup Song,Polyvinyl Record Company,"LP, Album, Whi",,2012,3845797,"LP - 12""",2016-07-02 03:28:32,,,
PRC-245,Xiu Xiu,The Air Force,Polyvinyl Record Company,"LP, Album, RE",,2012,3956026,"LP - 12""",2014-03-26 04:23:45,,,
PRC-248,Starfucker (2),Miracle Mile,Polyvinyl Record Company,"Cass, Album, Ltd, Red",,2014,6138530,Cassettes,2015-10-17 21:51:24,,,
PRC-274,Xiu Xiu,Angel Guts: Red Classroom,Polyvinyl Record Company,"LP, Album, Ltd, Red",,2014,5343651,"LP - 12""",2014-03-26 04:27:30,,,
PRC-274,Xiu Xiu,Angel Guts: Red Classroom,Polyvinyl Record Company,"LP, Album, Cle",,2014,5364417,"LP - 12""",2015-02-24 00:09:46,,,
PRC-274,Xiu Xiu,Angel Guts: Red Classroom,Polyvinyl Record Company,"Cass, Album, C46",,2014,5374822,Cassettes,2015-02-24 00:09:53,,,
PRC-274,Xiu Xiu,Angel Guts: Red Classroom,Polyvinyl Record Company,"LP, Album, Sil",,2019,14332764,"LP - 12""",2019-11-12 23:24:00,,,
PRC-276-4,American Football,American Football,Polyvinyl Record Company,"Cass, Album, Dlx, RE",,2014,5958096,Cassettes,2015-10-17 21:57:35,,,
PRC-277,Xiu Xiu,Unclouded Sky,Polyvinyl Record Company,"LP, Ltd, Clo",,2014,5611009,"LP - 12""",2015-02-24 00:11:16,,,
PRC-278,The Rentals,Lost In Alphaville,Polyvinyl Record Company,"Cass, Smo",,2014,6262141,Cassettes,2015-10-17 21:59:18,,,
PRC-282,Alvvays,Alvvays,Polyvinyl Record Company,"LP, Album, Blu",,2014,5892370,"LP - 12""",2015-09-13 22:41:20,,,
PRC-282,Alvvays,Alvvays,Polyvinyl Record Company,"Cass, Album",,2014,6751582,Cassettes,2015-10-17 21:56:17,,,
PRC-286,Deerhoof,La Isla Bonita,Polyvinyl Record Company,"LP, Gra",,2014,6250623,"LP - 12""",2018-05-19 22:19:23,,,"1,2,3,4 Go!, Oakland"
PRC-291,Xiu Xiu,Fabulous Muscles,Polyvinyl Record Company,"LP, Album, RM, RP, 180",5,2015,6680344,"LP - 12""",2015-02-24 00:07:41,Mint (M),Near Mint (NM or M-),
PRC-292,Deerhoof,Offend Maggie,Polyvinyl Record Company,"LP, Album, Ltd, RE, Whi",,2016,8398980,"LP - 12""",2016-04-23 06:13:13,,,
PRC-312,Xiu Xiu,Plays The Music Of Twin Peaks,Polyvinyl Record Company,"LP, Red + LP, Blu + Album, Ltd",,2016,8398440,"LP - 12""",2016-04-18 17:11:12,,,
PRC-312,Xiu Xiu,Plays The Music Of Twin Peaks,Polyvinyl Record Company,"LP, Whi + LP, Cle + Album, RP",,2016,8884007,"LP - 12""",2016-08-16 18:39:37,,,
PRC-312,Xiu Xiu,Plays The Music Of Twin Peaks,Polyvinyl Record Company,"Cass, Album, Ltd, RE, Met",,2016,9113357,Cassettes,2016-10-12 17:08:31,,,
PRC-315,Deerhoof,The Magic,Polyvinyl Record Company,"LP, Album, Pur",,2016,8665626,"LP - 12""",2016-07-02 03:24:05,,,
PRC-325,Various,Polyvinyl Plays Polyvinyl,Polyvinyl Record Company,"LP, Pin + LP, Gre + Album, Ltd",,2016,9372797,"LP - 12""",2016-11-22 02:47:37,,,
PRC-327,Xiu Xiu,Forget,Polyvinyl Record Company,"LP, Album, Lig",,2017,9873059,"LP - 12""",2017-02-22 03:21:34,,,
PRC-327,Xiu Xiu,Forget,Polyvinyl Record Company,"LP, Album, Ltd, Pin",,2017,9847184,"LP - 12""",2017-02-22 20:57:50,,,
PRC-334,Alvvays,Antisocialites,Polyvinyl Record Company,"LP, Album, Yel",,2017,10814628,"LP - 12""",2017-11-11 23:54:52,,,
PRC-334,Alvvays,Antisocialites,Polyvinyl Record Company,"Cass, Album, Yel",,2017,10849380,Cassettes,2017-12-23 19:30:36,,,
PRC-373,Xiu Xiu,Girl With Basket Of Fruit,Polyvinyl Record Company,"LP, Album, Ltd, Cle + Flexi, 7"", Shape, S/Sided, Y",5,2019,13182574,"7""",2019-02-07 00:53:30,,,
PRC-373,Xiu Xiu,Girl With Basket Of Fruit,Polyvinyl Record Company,"LP, Album, Pur",5,2019,13182734,"LP - 12""",2019-02-07 02:08:52,,,
PRC-9108-7,Xiu Xiu & Deerhoof,"Almost Xiu Xiu, Almost Deerhoof",Polyvinyl Record Company,"7"", Ltd, Ora",5,2011,2830811,"7""",2014-03-26 04:32:29,,,
PRC-9121-1,Various,Japan 3.11.11: A Benefit Album,Polyvinyl Record Company,"2xLP, Comp, Ltd, Red",,2011,3150275,"LP - 12""",2015-12-07 20:14:59,,,
PRC-9136,Xiu Xiu / Dirty Beaches,Always / Tu Ne Dis Rien,Polyvinyl Record Company,"7"", Ltd",5,2012,3553115,"7""",2014-03-26 04:32:24,,,
PRC-9211-1,Xiu Xiu,Fabulous Muscles,Polyvinyl Record Company,"LP, Album, Ltd, RM, RP, 180",,2015,6910441,"LP - 12""",2015-04-20 00:14:28,,,
"PRC-094LP, PRC094LP",XBXRX,Sixth In Sixes,"Polyvinyl Record Company, Polyvinyl Record Company","LP, Album, 180",,2005,962733,"LP - 12""",2015-09-14 06:32:55,,,
"PRC-211-1, OWR003",Starfucker (2),Reptilians,"Polyvinyl Record Company, Polyvinyl Record Company","LP, Album, 180",,2011,3308571,"LP - 12""",2015-09-11 03:44:44,,,
PRC-165-1,Ida (3),I Know About You,"Polyvinyl Record Company, Simple Machines","2xLP, Album, RE",,2008,2283261,"LP - 12""",2015-09-10 04:17:20,,,
PRC-166-1,Ida (3),Ten Small Paces,"Polyvinyl Record Company, Simple Machines","LP, Album, RE, 180",,2008,1753220,"LP - 12""",2015-09-10 04:18:39,,,
"PRC-345, none",Xiu Xiu / (r),Sharp Dressed Man / Gimme All Your Lovin',"Polyvinyl Record Company, Stoned To Death","7"", Ltd, Pin",5,2017,11264778,"7""",2017-12-12 02:18:33,,,
PPM018,Abe Vigoda,Skeleton,Post Present Medium,"LP, Album",,2008,1568646,"LP - 12""",2019-08-23 21:06:06,,,
PPM11,Mika Miko,666,Post Present Medium,"12"", S/Sided, EP, Ltd",,2006,1210753,"LP - 12""",2017-01-23 03:24:31,,,
PPM26,Silk Flowers,Silk Flowers,Post Present Medium,LP,,2009,1856454,"LP - 12""",2015-09-13 00:39:25,,,
PPM37,Abe Vigoda,Crush,Post Present Medium,"LP, Album",,2010,3068887,"LP - 12""",2015-09-19 07:13:43,,,
PPM8,Mika Miko,C.Y.S.L.A.B.F.,Post Present Medium,"12"", Album",,2006,1231994,"LP - 12""",2016-07-02 03:35:23,,,
4000,The Shangri-Las,The Shangri-Las Sing,Post Records,"Cass, Comp",,0,7008761,Cassettes,2017-09-30 21:05:32,,,
PO-276,Hank Ballard & The Midnighters,Finger Poppin' Time [Mr. Rhythm & Blues],Power Pak,"LP, Album, RE",,1975,3363131,"LP - 12""",2016-06-12 22:58:43,,,
PRANK 092,Iron Lung,Sexless // No Sex,Prank,"LP, Album",,2007,1570360,"LP - 12""",2015-09-14 01:06:00,,,
"prex 6, PREX 6",Delta 5,See The Whirl'..,"PRE Records, PRE Records","LP, Album",,1981,504622,"LP - 12""",2016-11-11 18:46:18,,,
PFL-175.5,Soft Kill,Choke,Profound Lore Records,"LP, Album, Whi",,2016,9533822,"LP - 12""",2017-02-05 06:31:53,,,
PFL200,Soft Kill,Savior,Profound Lore Records,"LP, Album, Ltd, Cle",,2018,11961609,"LP - 12""",2018-09-09 00:53:23,,,"1,2,3,4 Go!, Oakland"
PNMV11,Long Hind Legs,"Charmed, I'm Sure...",Punk In My Vitamins,"7"", Single",5,1996,1360762,"7""",2015-09-18 04:14:18,,,
NS 79170,"Steve Reich, Steve Reich And Musicians",Drumming,"Pure Pleasure Records, Elektra Nonesuch","LP, Ltd, RE, RM",,2017,10751685,"LP - 12""",2018-11-26 19:55:42,,,"Grimey's, Nashville"
PVC 8939,Tones On Tail,The Album Pop,PVC Records,"LP, Album",,1984,401309,"LP - 12""",2016-09-30 01:20:50,,,
QPR009,The Paper Chase,Cntrl-Alt-Delete-U,Quality Park Records,"12"", EP",,2002,2167057,"LP - 12""",2015-09-11 02:47:36,,,
QS115,Sholi,Sholi,Quarterstick Records,LP,,2009,2030000,"LP - 12""",2015-09-11 03:13:11,,,
92840-1,Lil' Kim,Notorious K.I.M.,"Queen Bee Records, UNDEAS Recording, Atlantic","2xLP, Album",,2000,336809,"LP - 12""",2016-10-23 22:19:18,,,
"0 - 20733, 9 20733-0",New Order,True Faith,"Qwest Records, Qwest Records","12"", SRC",,1987,6668402,"LP - 12""",2019-03-02 23:35:45,,,
"0-20330, 9 20330-0",New Order,The Perfect Kiss,"Qwest Records, Qwest Records","12"", ARC",,1985,106509,"LP - 12""",2015-09-11 04:10:42,,,
"1-25289, 9 25289-1",New Order,Low-life,"Qwest Records, Qwest Records","LP, Album, Obi",,1985,6487491,"LP - 12""",2016-04-16 18:10:47,,,
"1-25308, 9 25308-1",New Order,"Power, Corruption & Lies","Qwest Records, Qwest Records","LP, Album, RE, ARC",,1985,106576,"LP - 12""",2015-11-23 01:09:59,,,
"1-25621, 9 25621-1",New Order,Substance,"Qwest Records, Qwest Records","2xLP, Comp, SRC",,1987,28884,"LP - 12""",2015-09-11 02:40:29,,,
"7-28271, 9 28271-7",New Order,True Faith,"Qwest Records, Qwest Records","7"", ARC",5,1987,505370,"7""",2015-09-18 03:55:22,,,
"7-28968, 9 28968-7",New Order,The Perfect Kiss,"Qwest Records, Qwest Records","7"", Single",5,1985,6230119,"7""",2015-09-14 20:52:38,,,
"9 25841-1, 1-25841",Joy Division,Closer,"Qwest Records, Qwest Records","LP, Album, RE, SRC",,1989,151676,"LP - 12""",2015-09-10 04:31:03,,,
"W4-25621, 4-25621",New Order,Substance,"Qwest Records, Qwest Records","Cass, Comp, Club",,1987,1619376,Cassettes,2017-09-30 20:46:05,,,
RE001,Downtown Boys (2),Downtown Boys,Radical Empathy,"LP, Album, RE",,2016,8859468,"LP - 12""",2016-12-30 21:16:30,,,
raw-09,The Younger Lovers,Newest Romantic LP & The California Soul EP,Raw Sugar Records,"LP, Album, Gre",,2008,2971669,"LP - 12""",2015-09-14 06:43:53,,,
2173-4-R,The Wedding Present,Bizarro,RCA,"Cass, Album",,1989,9544312,Cassettes,2017-09-30 20:43:21,,,
88875-05655-1,D'Angelo And The Vanguard (3),Black Messiah,RCA,"2xLP, Album",,2015,6625795,"LP - 12""",2016-05-02 05:17:33,,,
AYL1-3806,Lou Reed,Transformer,RCA,"LP, Album, RE, Dyn",,1980,2257653,"LP - 12""",2016-02-08 01:03:19,,,
PT43404,The Wedding Present,Brassneck,RCA,"12""",,1990,605854,"LP - 12""",2015-09-14 06:27:38,,,
CAS 2430,Little Richard,Every Hour With Little Richard,RCA Camden,"LP, Comp",,1970,3696683,"LP - 12""",2019-08-28 06:52:13,,,
AFL1-0472,Lou Reed,Rock N Roll Animal,RCA Victor,"LP, Album, RE, Gat",,1974,2878398,"LP - 12""",2016-02-08 01:17:30,,,
"LSP-3766, LSP 3766",Jefferson Airplane,Surrealistic Pillow,"RCA Victor, RCA Victor","LP, Album, Hol",,1967,8754041,"LP - 12""",2019-04-29 03:10:14,,,
6987-4-H,The Fall,The Frenz Experiment,"RCA, BMG, Beggars Banquet","Cass, Album, Dol",,1988,3481290,Cassettes,2017-09-30 21:22:46,,,
"LRSLP 1001, NL 42507",The Chiffons,Everything You Ever Wanted To Hear... But Couldn't Get,"RCA, RCA","LP, Album, Comp, Mono",,1981,5541778,"LP - 12""",2015-12-07 00:27:06,,,
"PL74302, PL74302-8",The Wedding Present,Bizarro,"RCA, RCA","LP, Album",,1989,648308,"LP - 12""",2015-09-14 06:26:40,,,
CPL2-1101,Lou Reed,Metal Machine Music (The Amine β Ring),"RCA, RCA Victor","2xLP, Album, Gat",,1975,310645,"LP - 12""",2020-11-08 02:39:24,,,
"RGM 0460, RGM-0460",X-Ray Spex,Germfree Adolescents,"Real Gone Music, Real Gone Music","LP, Album, RE, Pin",,2016,9007744,"LP - 12""",2016-09-11 01:13:26,,,
302 067 330 1,The Dixie Cups,Chapel Of Love,"Red Bird, Varèse Sarabande","LP, Album, Mono, Ltd, RE, 180",,2015,6920813,"LP - 12""",2015-10-25 04:24:53,,,
"RS 7001-1, RS7001-1",Suicide,Suicide,"Red Star Records, Red Star Records","LP, Album, Ltd, RE, RM",,1999,168225,"LP - 12""",2015-09-11 03:45:22,,,
"Release The Bats #24, rtb#24",Xiu Xiu vs. Grouper,Creepshow,"Release The Bats Records, Release The Bats Records","12"", MiniAlbum, Ltd",,2007,963487,"LP - 12""",2014-03-26 04:24:24,,,
MS 2095,T. Rex,The Slider,Reprise Records,"LP, Album, RP, Win",,0,6914282,"LP - 12""",2015-09-14 04:54:15,,,
MS 2281,Fleetwood Mac,Fleetwood Mac,Reprise Records,"LP, Album",,1975,5959022,"LP - 12""",2019-04-29 03:07:26,,,
RS 6409,Nancy Sinatra,Nancy's Greatest Hits,Reprise Records,"LP, Comp",,1970,1149443,"LP - 12""",2016-05-15 21:59:23,,,
RS 6466,T. Rex,Electric Warrior,Reprise Records,"LP, Album, Gat",,1971,707948,"LP - 12""",2015-10-26 02:14:49,,,
"1-46046, 9 46046-1",Green Day,Insomniac,"Reprise Records, Reprise Records","LP, Album",,1995,1297507,"LP - 12""",2016-01-01 18:36:48,,,
"RS 6423, RS-6423",The Kinks,Lola Versus Powerman And The Moneygoround - Part One,"Reprise Records, Reprise Records","LP, Album, RE, Win",,1976,3347659,"LP - 12""",2016-02-08 01:58:04,,,
"9 25383-1, 1-25383",The Jesus And Mary Chain,Psychocandy,"Reprise Records, Reprise Records, Blanco Y Negro, Blanco Y Negro","LP, Album",,1985,6417943,"LP - 12""",2015-09-13 00:36:59,,,
7 72360-4,Wire,Pink Flag,Restless Retro,"Cass, Album",,1989,4156000,Cassettes,2017-09-30 20:53:52,,,
7 72361-4,Wire,Chairs Missing,Restless Retro,"Cass, Album, RE",,1989,4412691,Cassettes,2017-09-30 21:14:28,,,
"REVELATION:73, 73, REV: 73",The Nerve Agents,The Nerve Agents,"Revelation Records (8), Revelation Records (8), Revelation Records (8)","12"", EP",,1998,2886794,"LP - 12""",2019-04-14 23:58:39,,,
RR01,High Places,High Places/David Horvitz,Reverse Retro,"7"", Pic",5,2008,1743888,"7""",2015-09-18 04:18:43,,,
"RS-7205, RS7205",The Mirettes,In The Midnight Hour,"Revue, Revue","LP, Album, Mon",,1968,9975144,"LP - 12""",2019-08-23 21:07:53,,,
"RP1 966326, 72435 966001 1",AIR,Talkie Walkie,"Rhino Entertainment Company, Parlophone","LP, Album, RE, 180",,2015,7066979,"LP - 12""",2016-07-10 23:18:39,,,
RBN009,Lower Dens,Nootropics,Ribbon Music,"2x12"", Album",,2012,3593973,"LP - 12""",2017-02-05 06:48:44,,,
13,Abi Yoyos,This World Is Not My Home,RIISK,"7""",5,2005,2947832,"7""",2015-09-14 21:11:33,,,
RISELP073,Electric Wizard (2),Dopethrone,Rise Above Records,"2xLP, Album, Ltd, RE",,2015,7005996,"LP - 12""",2016-07-02 03:34:37,,,
"Robo-041, IPC 57",Isis (6),Panopticon,"Robotic Empire, Ipecac Recordings","2xLP, Album, Ltd, 4th",,2007,2747012,"LP - 12""",2015-09-14 05:32:05,,,
B0014695-01,Kanye West,My Beautiful Dark Twisted Fantasy,Roc-A-Fella Records,"3xLP, Album, Ltd",,2010,2606952,"LP - 12""",2016-08-24 21:09:09,,,
